unnamed_0,age,gender,weight_kg,height_m,max_bpm,avg_bpm,resting_bpm,session_duration_hours,workout_type,fat_percentage,water_intake_liters,workout_frequency_daysweek,experience_level,bmi,base_met,hr_intensity,effective_met,calories_burned_kcal
211,33,Female,83.0,1.81,179,123,55,0.8,Yoga,13.3,3.9,7,2,25.4,3.0,0.548387097,1.64516129,109.2
212,46,Female,47.0,1.54,175,150,75,0.97,Mixed,24.1,4.2,5,1,19.8,8.0,0.75,6.0,273.5
213,20,Female,71.2,1.62,205,157,67,1.09,Cardio,24.4,3.8,5,1,27.1,7.0,0.652173913,4.565217391,354.3
214,37,Female,48.5,1.59,185,128,58,0.76,Yoga,20.2,3.7,7,2,19.1,3.0,0.551181102,1.653543307,60.9
215,53,Female,68.5,1.65,160,120,71,0.74,Yoga,28.5,3.6,5,1,25.1,3.0,0.550561798,1.651685393,83.7
216,36,Male,66.0,1.69,190,159,64,1.21,Mixed,8.0,4.9,6,3,23.2,8.0,0.753968254,6.031746032,481.7
217,43,Female,72.5,1.72,181,166,81,0.6,HIIT,25.9,2.9,2,0,24.4,9.5,0.85,8.075,351.3
218,20,Male,60.7,1.65,205,170,66,1.37,Mixed,21.9,4.5,6,3,22.4,8.0,0.748201439,5.985611511,497.8
219,36,Male,56.6,1.59,190,148,71,0.63,Cardio,23.9,2.9,2,0,22.3,7.0,0.647058824,4.529411765,161.5
220,37,Male,84.1,1.85,180,148,71,1.04,Strength,24.6,3.8,5,1,24.6,6.0,0.706422018,4.23853211,370.7
221,49,Female,72.2,1.9,176,142,61,0.51,Strength,17.7,3.0,4,1,20.0,6.0,0.704347826,4.226086957,155.6
222,24,Female,57.3,1.69,193,138,70,0.95,Yoga,21.4,4.5,5,1,20.0,3.0,0.552845528,1.658536585,90.3
223,58,Male,58.1,1.6,156,114,62,1.03,Yoga,19.1,4.3,5,3,22.6,3.0,0.553191489,1.659574468,99.3
224,50,Female,74.8,1.83,166,124,73,0.58,Yoga,30.2,3.5,3,0,22.4,3.0,0.548387097,1.64516129,71.4
225,57,Female,47.1,1.54,166,133,56,0.94,Strength,21.8,3.8,5,2,20.0,6.0,0.7,4.2,186.0
226,56,Male,75.1,1.65,162,132,62,1.29,Strength,17.3,4.0,6,2,27.7,6.0,0.7,4.2,406.9
227,35,Male,58.8,1.61,192,155,85,0.66,Cardio,24.9,2.9,3,0,22.7,7.0,0.654205607,4.579439252,177.7
228,57,Male,56.5,1.56,169,153,62,1.08,HIIT,15.8,3.4,7,3,23.1,9.5,0.85046729,8.079439252,493.0
229,18,Male,51.0,1.65,205,184,68,0.86,HIIT,14.8,3.3,3,1,18.7,9.5,0.846715328,8.04379562,352.8
230,28,Male,82.0,1.59,199,136,59,1.04,Yoga,15.4,4.2,6,3,32.3,3.0,0.55,1.65,140.7
231,45,Female,95.3,1.68,169,133,67,0.82,Cardio,15.8,2.8,6,2,33.7,7.0,0.647058824,4.529411765,354.0
232,42,Male,59.1,1.68,183,165,62,0.86,HIIT,21.5,3.3,3,1,20.9,9.5,0.851239669,8.08677686,411.0
233,40,Female,75.7,1.62,183,131,68,0.84,Yoga,26.3,4.6,2,0,28.9,3.0,0.547826087,1.643478261,104.5
234,48,Female,63.8,1.64,166,150,61,0.91,HIIT,19.6,3.8,5,2,23.6,9.5,0.847619048,8.052380952,467.5
235,47,Male,83.5,1.66,169,155,72,0.59,HIIT,26.3,3.2,2,0,30.4,9.5,0.855670103,8.128865979,400.5
236,59,Male,78.6,1.76,160,136,79,1.17,Strength,18.7,4.3,4,1,25.3,6.0,0.703703704,4.222222222,388.3
237,52,Female,67.7,1.67,167,135,75,0.61,Cardio,30.5,3.0,2,0,24.4,7.0,0.652173913,4.565217391,188.5
238,24,Male,55.9,1.76,196,159,72,0.6,Strength,20.2,3.6,2,0,18.0,6.0,0.701612903,4.209677419,141.2
239,33,Female,61.9,1.74,184,135,75,0.69,Yoga,29.3,3.4,3,0,20.5,3.0,0.550458716,1.651376147,70.5
240,43,Male,72.7,1.74,184,165,55,0.82,HIIT,15.8,3.2,7,3,24.1,9.5,0.852713178,8.100775194,482.9
241,19,Male,82.0,1.82,195,156,65,0.92,Strength,24.4,4.2,5,1,24.8,6.0,0.7,4.2,316.8
242,18,Female,47.1,1.57,196,156,61,1.03,Strength,19.8,3.8,7,2,19.1,6.0,0.703703704,4.222222222,204.8
243,29,Female,56.2,1.63,186,147,55,1.47,Strength,20.1,4.4,7,3,21.1,6.0,0.702290076,4.213740458,348.1
244,22,Male,90.3,1.86,195,176,71,0.82,HIIT,17.0,3.3,5,2,26.2,9.5,0.846774194,8.044354839,595.7
245,54,Male,50.5,1.65,162,150,78,0.54,HIIT,28.5,3.3,2,0,18.5,9.5,0.857142857,8.142857143,222.1
246,49,Male,51.6,1.45,179,127,64,0.83,Yoga,16.9,4.3,4,1,24.5,3.0,0.547826087,1.643478261,70.4
247,26,Female,79.8,1.66,191,150,55,1.23,Strength,15.5,4.1,6,3,29.0,6.0,0.698529412,4.191176471,411.4
248,58,Male,73.3,1.69,161,147,69,0.67,HIIT,24.0,2.3,3,0,25.5,9.5,0.847826087,8.054347826,395.6
249,52,Male,53.3,1.45,162,120,69,0.75,Yoga,19.7,4.0,4,1,25.3,3.0,0.548387097,1.64516129,65.8
250,36,Male,59.2,1.81,182,132,71,1.1,Yoga,16.6,4.2,4,1,18.0,3.0,0.54954955,1.648648649,107.4
251,33,Male,53.6,1.61,190,155,72,0.86,Strength,18.5,3.6,5,1,20.7,6.0,0.703389831,4.220338983,194.5
252,20,Female,94.5,1.71,203,137,55,1.09,Yoga,11.1,4.4,5,3,32.2,3.0,0.554054054,1.662162162,171.2
253,37,Female,59.3,1.66,188,158,69,0.84,Mixed,24.6,4.2,4,1,21.6,8.0,0.74789916,5.983193277,298.0
254,41,Female,69.9,1.55,174,139,75,0.51,Cardio,38.8,2.9,3,0,29.1,7.0,0.646464646,4.525252525,161.3
255,50,Male,53.3,1.57,167,121,66,0.89,Yoga,8.2,4.4,6,3,21.6,3.0,0.544554455,1.633663366,77.5
256,41,Male,57.6,1.59,183,143,69,0.94,Cardio,20.5,3.6,5,2,22.9,7.0,0.649122807,4.543859649,246.0
257,28,Male,83.4,1.79,192,136,68,0.43,Yoga,20.7,3.4,3,0,26.1,3.0,0.548387097,1.64516129,59.0
258,25,Female,67.7,1.67,195,156,66,0.61,Strength,30.9,3.5,2,0,24.4,6.0,0.697674419,4.186046512,172.9
259,53,Female,67.6,1.63,170,131,59,1.08,Cardio,16.8,3.6,7,3,25.5,7.0,0.648648649,4.540540541,331.5
260,55,Female,52.2,1.59,170,136,72,0.38,Cardio,28.0,2.6,2,0,20.7,7.0,0.653061224,4.571428571,90.7
261,57,Female,63.0,1.8,160,126,65,1.01,Cardio,21.8,3.1,5,1,19.5,7.0,0.642105263,4.494736842,286.0
262,37,Male,68.2,1.83,182,144,71,0.33,Cardio,30.3,2.3,3,0,20.5,7.0,0.657657658,4.603603604,103.6
263,52,Female,70.7,1.8,167,120,63,1.17,Yoga,23.3,4.0,7,3,21.9,3.0,0.548076923,1.644230769,136.0
264,42,Female,69.0,1.73,173,133,57,0.93,Cardio,20.6,2.6,5,2,23.1,7.0,0.655172414,4.586206897,294.3
265,52,Male,82.2,1.71,169,142,79,0.54,Strength,26.3,3.3,4,1,28.1,6.0,0.7,4.2,186.4
266,42,Female,59.1,1.56,175,141,61,0.84,Strength,20.6,3.3,5,2,24.3,6.0,0.701754386,4.210526316,209.0
267,46,Male,71.1,1.66,174,146,63,0.73,Mixed,14.8,3.8,7,3,25.9,8.0,0.747747748,5.981981982,310.5
268,35,Male,63.8,1.61,188,149,57,1.04,Strength,8.0,4.5,7,3,24.6,6.0,0.702290076,4.213740458,279.6
269,35,Male,43.8,1.5,186,128,57,1.09,Yoga,15.1,4.4,5,2,19.5,3.0,0.550387597,1.651162791,78.8
270,19,Male,76.8,1.79,197,157,64,0.9,Strength,19.4,3.4,5,2,24.1,6.0,0.69924812,4.195488722,290.0
271,52,Male,63.6,1.61,169,153,64,0.95,HIIT,28.3,3.6,5,1,24.5,9.5,0.847619048,8.052380952,486.5
272,33,Female,87.6,1.8,188,147,71,0.93,Cardio,22.7,2.8,5,1,27.0,7.0,0.64957265,4.547008547,370.4
273,58,Female,61.7,1.77,159,131,65,0.97,Strength,24.0,3.8,7,2,19.7,6.0,0.70212766,4.212765957,252.1
274,53,Male,54.2,1.74,163,117,62,0.99,Yoga,16.5,4.3,6,2,18.0,3.0,0.544554455,1.633663366,87.7
275,50,Female,74.9,1.74,171,138,61,1.29,Strength,15.4,4.2,7,3,24.7,6.0,0.7,4.2,405.8
276,21,Male,66.6,1.62,192,142,80,0.47,Yoga,20.2,3.2,3,0,25.4,3.0,0.553571429,1.660714286,52.0
277,50,Female,81.0,1.87,165,150,64,0.92,HIIT,27.7,3.4,7,2,23.3,9.5,0.851485149,8.089108911,602.8
278,31,Female,68.4,1.68,183,142,66,0.81,Cardio,28.8,3.0,5,1,24.1,7.0,0.64957265,4.547008547,251.9
279,38,Female,80.5,1.71,176,160,67,0.76,HIIT,18.4,2.9,5,2,27.5,9.5,0.853211009,8.105504587,495.9
280,37,Female,57.8,1.62,181,165,77,0.39,HIIT,29.7,2.7,2,0,22.2,9.5,0.846153846,8.038461538,181.2
281,25,Female,57.6,1.59,200,166,64,1.28,Mixed,18.1,4.6,5,2,22.9,8.0,0.75,6.0,442.4
282,24,Female,72.6,1.73,199,158,82,0.78,Cardio,29.9,2.9,3,0,24.3,7.0,0.64957265,4.547008547,257.5
283,20,Female,55.4,1.7,205,184,64,0.71,HIIT,20.7,3.1,5,2,19.1,9.5,0.85106383,8.085106383,318.0
284,34,Male,60.0,1.6,183,167,77,0.95,HIIT,15.1,3.1,5,1,23.4,9.5,0.849056604,8.066037736,459.8
285,50,Male,56.0,1.54,160,127,67,0.92,Cardio,25.6,2.9,3,1,23.7,7.0,0.64516129,4.516129032,232.7
286,29,Male,73.7,1.55,188,170,69,1.16,HIIT,16.8,3.4,5,2,30.5,9.5,0.848739496,8.06302521,689.3
287,39,Female,73.9,1.8,187,148,59,1.21,Strength,19.3,4.3,7,3,22.8,6.0,0.6953125,4.171875,373.0
288,39,Female,65.0,1.62,179,148,76,0.73,Strength,27.2,3.5,3,0,24.8,6.0,0.699029126,4.194174757,199.0
289,47,Male,75.0,1.65,173,138,55,1.13,Strength,15.5,3.4,7,2,27.7,6.0,0.703389831,4.220338983,357.7
290,55,Male,68.8,1.83,164,136,85,0.45,Cardio,20.9,2.7,2,0,20.7,7.0,0.64556962,4.518987342,139.9
291,55,Female,72.5,1.57,168,138,67,1.21,Strength,24.3,4.1,4,2,29.5,6.0,0.702970297,4.217821782,370.0
292,25,Male,80.2,1.61,199,181,75,0.6,HIIT,23.4,3.4,3,1,31.1,9.5,0.85483871,8.120967742,390.8
293,44,Male,61.4,1.6,168,137,63,0.59,Strength,18.3,3.4,3,1,23.9,6.0,0.704761905,4.228571429,153.2
294,44,Male,74.1,1.84,164,139,66,1.16,Mixed,18.2,4.4,4,2,21.8,8.0,0.744897959,5.959183673,512.2
295,51,Male,107.8,1.88,172,136,69,1.03,Cardio,22.0,3.3,4,1,30.5,7.0,0.650485437,4.553398058,505.6
296,38,Female,83.7,1.76,181,131,70,0.92,Yoga,30.2,3.8,3,0,27.2,3.0,0.54954955,1.648648649,127.0
297,47,Male,75.2,1.76,176,143,66,1.12,Strength,18.1,3.9,5,3,24.3,6.0,0.7,4.2,353.7
298,50,Male,78.2,1.62,169,144,71,0.83,Mixed,17.9,5.1,4,1,29.7,8.0,0.744897959,5.959183673,386.8
299,45,Male,102.9,1.87,178,145,70,0.9,Strength,24.2,4.0,3,1,29.3,6.0,0.694444444,4.166666667,385.9
300,50,Male,66.0,1.71,169,126,73,0.58,Yoga,24.3,4.0,4,1,22.7,3.0,0.552083333,1.65625,63.4
301,22,Female,77.9,1.77,194,132,56,1.46,Yoga,17.4,4.4,5,3,25.0,3.0,0.550724638,1.652173913,187.9
302,36,Male,73.3,1.67,182,155,76,0.89,Mixed,21.4,4.6,3,0,26.3,8.0,0.745283019,5.962264151,389.0
303,21,Male,65.9,1.65,198,143,75,0.76,Yoga,25.3,3.8,3,0,24.1,3.0,0.552845528,1.658536585,83.1
304,52,Male,62.8,1.85,171,141,71,0.63,Strength,12.9,3.7,4,1,18.4,6.0,0.7,4.2,166.2
305,34,Male,60.9,1.73,185,158,75,0.56,Mixed,19.8,4.3,5,1,20.2,8.0,0.754545455,6.036363636,205.9
306,45,Male,61.8,1.83,170,145,73,0.63,Mixed,21.2,3.6,2,0,18.6,8.0,0.742268041,5.93814433,231.2
307,47,Female,75.5,1.71,181,163,62,0.95,HIIT,23.5,3.3,7,2,26.0,9.5,0.848739496,8.06302521,578.3
308,46,Male,49.0,1.6,176,139,72,0.32,Cardio,26.4,2.1,2,0,19.3,7.0,0.644230769,4.509615385,70.7
309,23,Male,65.1,1.62,204,140,62,1.31,Yoga,13.1,4.7,7,2,24.8,3.0,0.549295775,1.647887324,140.5
310,52,Female,89.5,1.69,163,149,71,1.4,HIIT,27.5,3.7,7,2,31.3,9.5,0.847826087,8.054347826,1009.2
311,58,Male,77.7,1.62,161,135,75,0.67,Strength,31.2,3.4,2,0,29.7,6.0,0.697674419,4.186046512,217.9
312,54,Female,44.3,1.57,167,137,80,0.71,Cardio,29.4,2.7,2,0,18.0,7.0,0.655172414,4.586206897,144.2
313,41,Male,61.2,1.8,182,148,66,0.8,Strength,11.6,4.2,7,2,18.9,6.0,0.706896552,4.24137931,207.7
314,46,Female,55.2,1.63,165,149,61,1.29,HIIT,21.8,3.8,5,2,20.9,9.5,0.846153846,8.038461538,572.4
315,48,Female,55.4,1.69,163,147,57,1.25,HIIT,20.3,3.9,6,2,19.3,9.5,0.849056604,8.066037736,558.6
316,52,Male,52.6,1.71,165,150,68,0.42,HIIT,30.8,2.9,3,0,18.0,9.5,0.845360825,8.030927835,177.4
317,50,Female,63.0,1.62,173,132,56,1.11,Cardio,10.8,3.1,5,3,24.0,7.0,0.64957265,4.547008547,318.0
318,38,Male,89.3,1.83,179,141,70,0.84,Cardio,15.7,2.7,6,2,26.8,7.0,0.651376147,4.559633028,342.0
319,49,Female,68.4,1.57,170,157,82,0.56,HIIT,32.9,3.0,3,0,27.8,9.5,0.852272727,8.096590909,310.1
320,40,Female,64.3,1.71,180,131,70,0.84,Yoga,27.0,3.8,5,1,22.1,3.0,0.554545455,1.663636364,89.9
321,50,Male,66.6,1.7,166,142,70,0.76,Mixed,14.9,4.6,4,2,22.9,8.0,0.75,6.0,303.7
322,20,Female,71.3,1.67,205,145,72,0.36,Yoga,31.3,3.7,2,0,25.4,3.0,0.54887218,1.646616541,42.3
323,35,Male,56.6,1.55,181,162,57,1.23,HIIT,11.9,4.2,6,3,23.6,9.5,0.846774194,8.044354839,560.0
324,42,Female,85.1,1.77,168,123,69,1.32,Yoga,17.0,4.4,4,2,27.2,3.0,0.545454545,1.636363636,183.8
325,59,Female,79.2,1.75,156,144,76,0.65,HIIT,31.4,3.5,3,0,25.7,9.5,0.85,8.075,415.7
326,48,Male,58.5,1.61,168,152,64,1.32,HIIT,16.4,4.3,7,3,22.5,9.5,0.846153846,8.038461538,620.7
327,20,Male,55.2,1.75,201,181,70,0.98,HIIT,19.8,3.0,4,1,18.0,9.5,0.847328244,8.049618321,435.5
328,57,Female,88.5,1.72,164,135,68,0.75,Strength,20.6,3.4,4,1,30.0,6.0,0.697916667,4.1875,277.9
329,41,Male,51.2,1.55,182,129,64,0.72,Yoga,14.9,4.0,6,2,21.3,3.0,0.550847458,1.652542373,60.9
330,49,Male,64.7,1.59,180,164,72,0.92,HIIT,22.0,3.4,3,1,25.4,9.5,0.851851852,8.092592593,481.7
331,39,Female,57.9,1.79,181,148,71,0.96,Strength,18.1,3.7,5,1,18.0,6.0,0.7,4.2,233.5
332,40,Female,70.1,1.71,184,167,70,0.52,HIIT,30.2,2.6,2,0,24.0,9.5,0.850877193,8.083333333,294.7
333,19,Male,64.3,1.62,199,141,69,1.14,Yoga,21.3,4.2,5,1,24.4,3.0,0.553846154,1.661538462,121.8
334,44,Female,62.5,1.59,177,160,62,0.6,HIIT,24.3,3.4,3,1,24.6,9.5,0.852173913,8.095652174,303.6
335,59,Male,92.8,1.63,159,132,68,0.71,Strength,23.6,3.5,4,1,35.0,6.0,0.703296703,4.21978022,278.0
336,19,Male,57.4,1.64,200,140,65,0.91,Yoga,15.5,4.2,3,1,21.5,3.0,0.555555556,1.666666667,87.1
337,43,Male,69.4,1.6,178,147,55,0.52,Mixed,18.7,4.5,3,1,27.3,8.0,0.74796748,5.983739837,215.9
338,34,Male,59.2,1.51,191,158,81,0.88,Strength,22.0,3.7,4,1,26.1,6.0,0.7,4.2,218.8
339,57,Male,68.5,1.79,163,148,66,1.17,HIIT,21.9,3.9,4,1,21.3,9.5,0.845360825,8.030927835,643.6
340,50,Male,86.0,1.78,170,125,70,0.91,Yoga,25.3,4.2,2,0,27.2,3.0,0.55,1.65,129.1
341,26,Female,56.3,1.55,196,167,83,0.7,Mixed,28.3,4.4,3,0,23.3,8.0,0.743362832,5.946902655,234.4
342,56,Male,78.9,1.69,168,153,64,0.68,HIIT,17.0,3.3,3,1,27.5,9.5,0.855769231,8.129807692,436.2
343,46,Female,80.5,1.59,167,132,68,0.59,Cardio,31.3,2.4,3,0,31.8,7.0,0.646464646,4.525252525,214.9
344,59,Male,67.3,1.65,162,149,74,0.68,HIIT,23.5,3.3,3,0,24.6,9.5,0.852272727,8.096590909,370.5
345,43,Female,61.9,1.65,170,146,73,0.65,Mixed,26.9,4.1,3,0,22.9,8.0,0.75257732,6.020618557,242.2
346,52,Female,75.6,1.64,175,144,72,0.77,Strength,27.6,3.2,2,0,28.2,6.0,0.699029126,4.194174757,244.2
347,42,Female,104.6,1.88,180,151,65,0.46,Mixed,19.0,3.7,3,1,29.6,8.0,0.747826087,5.982608696,287.9
348,41,Male,54.8,1.64,185,168,69,0.69,HIIT,26.5,3.0,5,1,20.5,9.5,0.853448276,8.107758621,306.6
349,30,Female,56.7,1.6,182,152,83,0.75,Strength,24.1,3.3,2,0,22.2,6.0,0.696969697,4.181818182,177.8
350,24,Female,68.7,1.6,195,137,67,0.72,Yoga,28.6,3.4,3,0,26.7,3.0,0.546875,1.640625,81.2
351,53,Male,74.7,1.78,171,144,79,0.66,Strength,19.7,3.8,2,0,23.5,6.0,0.706521739,4.239130435,209.0
352,37,Female,46.3,1.51,190,173,78,1.03,HIIT,20.3,3.6,5,1,20.2,9.5,0.848214286,8.058035714,384.3
353,18,Female,67.3,1.6,204,182,62,1.23,HIIT,24.1,3.9,7,2,26.2,9.5,0.845070423,8.028169014,664.6
354,25,Male,88.8,1.82,193,158,77,0.34,Strength,22.0,3.1,2,0,26.7,6.0,0.698275862,4.189655172,126.5
355,33,Female,65.8,1.7,186,151,69,0.87,Strength,24.2,4.0,4,1,22.7,6.0,0.700854701,4.205128205,240.7
356,31,Female,70.0,1.7,184,149,66,0.82,Strength,28.9,3.5,3,0,24.2,6.0,0.703389831,4.220338983,242.2
357,29,Male,77.8,1.89,198,181,81,0.58,HIIT,29.6,3.2,2,0,21.7,9.5,0.854700855,8.11965812,366.4
358,40,Female,57.0,1.7,183,144,70,0.78,Cardio,23.7,3.6,5,1,19.6,7.0,0.654867257,4.584070796,203.8
359,32,Female,57.0,1.61,187,151,67,0.91,Strength,20.2,3.6,5,1,22.0,6.0,0.7,4.2,217.9
360,45,Female,66.3,1.65,178,145,67,0.25,Strength,19.2,3.1,2,0,24.3,6.0,0.702702703,4.216216216,69.9
361,51,Female,44.4,1.57,168,128,78,0.54,Yoga,19.8,3.7,3,0,18.1,3.0,0.555555556,1.666666667,40.0
362,19,Male,72.7,1.81,199,169,76,0.48,Mixed,30.3,3.9,2,0,22.3,8.0,0.756097561,6.048780488,211.1
363,49,Male,73.5,1.74,167,123,68,0.98,Yoga,18.5,3.7,5,2,24.4,3.0,0.555555556,1.666666667,120.0
364,40,Male,92.5,1.79,176,142,78,0.93,Cardio,32.4,3.2,2,0,28.8,7.0,0.653061224,4.571428571,393.3
365,39,Male,73.8,1.8,183,149,71,0.73,Strength,26.8,3.4,3,0,22.7,6.0,0.696428571,4.178571429,225.1
366,42,Female,51.1,1.64,183,164,55,0.61,HIIT,20.6,2.7,6,2,19.0,9.5,0.8515625,8.08984375,252.2
367,39,Male,58.2,1.59,179,143,74,0.43,Cardio,19.6,3.1,2,0,23.2,7.0,0.657142857,4.6,115.1
368,39,Male,61.0,1.67,177,162,74,0.25,HIIT,22.1,3.0,3,0,21.7,9.5,0.854368932,8.116504854,123.8
369,59,Female,66.5,1.59,166,139,76,0.56,Strength,33.7,3.6,3,0,26.2,6.0,0.7,4.2,156.4
370,23,Female,65.2,1.7,197,169,83,0.62,Mixed,30.2,3.9,3,0,22.6,8.0,0.754385965,6.035087719,244.0
371,32,Female,57.9,1.79,177,162,75,0.65,HIIT,24.3,2.9,3,0,18.0,9.5,0.852941176,8.102941176,305.0
372,54,Male,96.8,1.66,162,118,63,1.07,Yoga,22.1,4.1,6,3,35.0,3.0,0.555555556,1.666666667,172.6
373,50,Female,70.6,1.69,172,123,62,0.99,Yoga,18.5,4.0,6,3,24.6,3.0,0.554545455,1.663636364,116.3
374,25,Female,68.0,1.67,191,172,63,0.67,HIIT,23.2,3.2,3,1,24.4,9.5,0.8515625,8.08984375,368.6
375,22,Female,55.8,1.76,198,138,64,0.85,Yoga,26.9,4.0,5,1,18.0,3.0,0.552238806,1.656716418,78.6
376,56,Male,47.2,1.61,158,129,76,0.75,Cardio,18.0,3.1,5,1,18.1,7.0,0.646341463,4.524390244,160.2
377,21,Male,50.4,1.46,197,151,66,0.79,Cardio,19.0,3.1,5,1,23.6,7.0,0.648854962,4.541984733,180.8
378,23,Male,75.6,1.73,192,154,67,1.21,Strength,22.6,4.3,4,2,25.3,6.0,0.696,4.176,382.0
379,49,Male,84.8,1.78,165,150,65,0.86,HIIT,17.7,3.3,4,1,26.8,9.5,0.85,8.075,588.9
380,47,Male,74.2,1.72,169,138,79,0.65,Cardio,26.8,3.5,3,0,24.9,7.0,0.655555556,4.588888889,221.3
381,52,Male,50.3,1.62,172,144,76,0.75,Strength,22.2,3.8,3,0,19.3,6.0,0.708333333,4.25,160.3
382,57,Male,44.2,1.57,165,128,59,1.32,Cardio,8.0,3.8,7,3,18.0,7.0,0.650943396,4.556603774,265.9
383,33,Female,70.6,1.73,197,144,78,0.74,Yoga,23.5,3.5,3,0,23.6,3.0,0.554621849,1.663865546,86.9
384,30,Female,62.8,1.69,187,168,61,1.17,HIIT,18.4,3.8,5,3,21.9,9.5,0.849206349,8.067460317,592.8
385,59,Female,52.7,1.67,166,135,61,0.94,Strength,23.6,3.2,5,2,18.9,6.0,0.704761905,4.228571429,209.5
386,47,Male,94.7,1.86,182,132,70,0.8,Yoga,25.1,3.5,4,1,27.3,3.0,0.553571429,1.660714286,125.8
387,36,Male,45.2,1.59,190,151,78,0.43,Cardio,29.9,2.9,3,0,18.0,7.0,0.651785714,4.5625,88.7
388,34,Female,91.3,1.86,192,164,81,0.51,Mixed,23.0,4.0,3,0,26.5,8.0,0.747747748,5.981981982,278.5
389,36,Female,52.0,1.68,185,156,69,0.71,Mixed,24.7,4.4,3,1,18.4,8.0,0.75,6.0,221.5
390,45,Male,54.9,1.5,176,151,74,0.88,Mixed,18.9,4.3,6,2,24.5,8.0,0.754901961,6.039215686,291.8
391,43,Male,76.6,1.66,172,139,61,0.88,Strength,10.7,3.6,7,2,27.7,6.0,0.702702703,4.216216216,284.2
392,54,Male,71.4,1.78,153,139,62,0.97,HIIT,23.4,3.4,5,1,22.6,9.5,0.846153846,8.038461538,556.7
393,43,Male,83.1,1.64,178,126,63,1.05,Yoga,25.9,4.0,4,1,30.8,3.0,0.547826087,1.643478261,143.4
394,40,Male,74.4,1.53,175,142,65,1.15,Strength,23.4,3.6,7,2,31.7,6.0,0.7,4.2,359.4
395,26,Male,69.0,1.66,192,159,60,1.12,Mixed,8.0,4.8,7,3,24.9,8.0,0.75,6.0,463.7
396,29,Male,66.5,1.59,187,168,61,1.26,HIIT,16.6,3.7,5,3,26.2,9.5,0.849206349,8.067460317,676.0
397,18,Male,84.4,1.73,204,183,67,0.72,HIIT,14.2,2.9,3,1,28.2,9.5,0.846715328,8.04379562,488.8
398,18,Female,80.8,1.76,201,166,85,0.47,Strength,25.8,2.9,3,0,26.2,6.0,0.698275862,4.189655172,159.1
399,51,Male,63.8,1.57,175,161,83,0.62,HIIT,26.8,2.9,3,0,25.7,9.5,0.847826087,8.054347826,318.6
400,49,Male,56.7,1.61,167,142,64,0.92,Mixed,20.4,4.1,4,1,21.9,8.0,0.757281553,6.058252427,316.0
401,42,Male,55.5,1.76,179,145,64,1.17,Strength,14.3,4.1,6,2,18.0,6.0,0.704347826,4.226086957,274.4
402,57,Female,46.9,1.59,162,121,70,0.43,Yoga,22.0,3.6,3,1,18.4,3.0,0.554347826,1.663043478,33.5
403,18,Female,82.8,1.57,201,162,73,0.75,Strength,25.3,4.0,3,1,33.5,6.0,0.6953125,4.171875,259.1
404,33,Male,61.7,1.56,187,141,57,1.11,Cardio,13.9,3.1,4,2,25.3,7.0,0.646153846,4.523076923,309.8
405,56,Female,67.7,1.72,172,135,66,0.44,Cardio,34.2,3.0,2,0,23.0,7.0,0.650943396,4.556603774,135.7
406,22,Female,85.0,1.71,202,165,55,1.24,Mixed,14.0,4.4,5,3,29.1,8.0,0.74829932,5.986394558,631.0
407,39,Female,54.5,1.61,179,135,83,0.99,Yoga,32.4,4.5,2,0,21.0,3.0,0.541666667,1.625,87.7
408,46,Male,74.4,1.68,171,136,72,0.59,Cardio,21.9,3.0,2,0,26.3,7.0,0.646464646,4.525252525,198.6
409,20,Male,81.6,1.83,196,164,69,0.79,Mixed,16.7,4.4,5,2,24.3,8.0,0.748031496,5.984251969,385.8
410,29,Male,64.7,1.58,192,134,63,1.17,Yoga,13.2,4.2,7,3,25.8,3.0,0.550387597,1.651162791,125.0
411,43,Male,49.9,1.48,169,133,64,1.26,Cardio,18.0,3.4,5,2,22.7,7.0,0.657142857,4.6,289.2
412,33,Male,60.0,1.73,186,133,69,1.0,Yoga,19.6,4.2,5,2,20.1,3.0,0.547008547,1.641025641,98.5
413,54,Male,57.7,1.67,168,151,55,1.02,HIIT,8.0,3.9,7,3,20.7,9.5,0.849557522,8.07079646,475.0
414,39,Male,54.0,1.61,177,144,68,0.86,Strength,23.9,3.2,5,1,20.9,6.0,0.697247706,4.183486239,194.3
415,46,Female,73.1,1.75,174,138,55,1.25,Strength,23.0,3.9,6,2,24.0,6.0,0.697478992,4.18487395,382.4
416,31,Male,56.0,1.76,190,162,75,0.54,Mixed,30.4,4.3,3,0,18.0,8.0,0.756521739,6.052173913,183.0
417,45,Male,40.5,1.46,166,123,71,0.55,Yoga,25.4,3.5,3,0,19.0,3.0,0.547368421,1.642105263,36.6
418,22,Male,64.0,1.61,199,146,81,0.69,Yoga,18.5,3.8,5,1,24.5,3.0,0.550847458,1.652542373,73.0
419,47,Male,84.8,1.9,171,155,65,1.31,HIIT,13.6,4.5,4,2,23.5,9.5,0.849056604,8.066037736,896.0
420,22,Male,74.8,1.74,205,146,74,0.72,Yoga,20.4,3.8,5,1,24.8,3.0,0.549618321,1.648854962,88.8
421,29,Male,72.7,1.75,192,139,73,0.71,Yoga,19.6,3.9,4,1,23.8,3.0,0.554621849,1.663865546,85.9
422,33,Male,110.1,1.8,182,127,60,1.26,Yoga,8.0,4.5,7,3,34.1,3.0,0.549180328,1.647540984,228.6
